date,product_id,product_name,category,sales_quantity,price,stock_quantity,promo,holiday,supplier_delay_days,product_icon,base_demand,seasonality_type,shelf_life_days,supplier_name,region
2024-10-30,24,Енергетичний напій 0.5 л,Напої,22,42.15,190,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-10-31,24,Енергетичний напій 0.5 л,Напої,23,41.49,167,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-11-01,24,Енергетичний напій 0.5 л,Напої,26,37.67,141,1,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-02,24,Енергетичний напій 0.5 л,Напої,25,42.22,116,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-11-03,24,Енергетичний напій 0.5 л,Напої,24,42.55,92,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-11-04,24,Енергетичний напій 0.5 л,Напої,23,42.65,227,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-05,24,Енергетичний напій 0.5 л,Напої,20,42.5,207,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-11-06,24,Енергетичний напій 0.5 л,Напої,24,42.73,183,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-11-07,24,Енергетичний напій 0.5 л,Напої,23,42.23,160,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-08,24,Енергетичний напій 0.5 л,Напої,20,42.59,140,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-11-09,24,Енергетичний напій 0.5 л,Напої,30,36.56,110,1,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-11-10,24,Енергетичний напій 0.5 л,Напої,29,42.27,81,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-11,24,Енергетичний напій 0.5 л,Напої,21,42.17,263,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-12,24,Енергетичний напій 0.5 л,Напої,21,42.58,242,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-13,24,Енергетичний напій 0.5 л,Напої,20,42.51,222,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-11-14,24,Енергетичний напій 0.5 л,Напої,23,42.31,199,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-11-15,24,Енергетичний напій 0.5 л,Напої,21,42.72,178,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-16,24,Енергетичний напій 0.5 л,Напої,24,42.23,154,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-17,24,Енергетичний напій 0.5 л,Напої,22,42.09,132,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-18,24,Енергетичний напій 0.5 л,Напої,20,42.08,327,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-19,24,Енергетичний напій 0.5 л,Напої,22,42.3,305,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-20,24,Енергетичний напій 0.5 л,Напої,23,42.21,282,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-21,24,Енергетичний напій 0.5 л,Напої,20,42.43,262,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-11-22,24,Енергетичний напій 0.5 л,Напої,26,36.83,236,1,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-23,24,Енергетичний напій 0.5 л,Напої,22,42.19,214,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-24,24,Енергетичний напій 0.5 л,Напої,25,42.55,189,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-11-25,24,Енергетичний напій 0.5 л,Напої,23,42.52,352,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-26,24,Енергетичний напій 0.5 л,Напої,22,42.69,330,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-27,24,Енергетичний напій 0.5 л,Напої,21,42.85,309,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-28,24,Енергетичний напій 0.5 л,Напої,21,42.28,288,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-11-29,24,Енергетичний напій 0.5 л,Напої,21,42.7,267,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-11-30,24,Енергетичний напій 0.5 л,Напої,24,42.63,243,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-01,24,Енергетичний напій 0.5 л,Напої,26,42.03,217,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-02,24,Енергетичний напій 0.5 л,Напої,18,42.38,347,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-12-03,24,Енергетичний напій 0.5 л,Напої,25,42.62,322,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-04,24,Енергетичний напій 0.5 л,Напої,23,42.63,299,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-05,24,Енергетичний напій 0.5 л,Напої,23,42.37,276,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-12-06,24,Енергетичний напій 0.5 л,Напої,28,42.21,248,0,1,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-07,24,Енергетичний напій 0.5 л,Напої,27,42.66,221,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-08,24,Енергетичний напій 0.5 л,Напої,25,42.42,196,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-09,24,Енергетичний напій 0.5 л,Напої,20,42.48,353,0,0,2,🥤,22,summer,240,Beverage Group,Одеса
2024-12-10,24,Енергетичний напій 0.5 л,Напої,24,42.36,329,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-11,24,Енергетичний напій 0.5 л,Напої,22,42.14,307,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-12-12,24,Енергетичний напій 0.5 л,Напої,19,42.39,288,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-13,24,Енергетичний напій 0.5 л,Напої,21,42.36,267,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-14,24,Енергетичний напій 0.5 л,Напої,23,42.48,244,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-15,24,Енергетичний напій 0.5 л,Напої,24,42.66,220,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-16,24,Енергетичний напій 0.5 л,Напої,19,42.06,400,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-12-17,24,Енергетичний напій 0.5 л,Напої,27,42.7,373,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-18,24,Енергетичний напій 0.5 л,Напої,22,42.43,351,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-19,24,Енергетичний напій 0.5 л,Напої,26,42.53,325,0,1,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-20,24,Енергетичний напій 0.5 л,Напої,23,42.74,302,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-12-21,24,Енергетичний напій 0.5 л,Напої,24,42.33,278,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-12-22,24,Енергетичний напій 0.5 л,Напої,23,42.21,255,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-12-23,24,Енергетичний напій 0.5 л,Напої,23,42.79,412,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-24,24,Енергетичний напій 0.5 л,Напої,23,42.32,389,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-25,24,Енергетичний напій 0.5 л,Напої,34,39.29,355,1,1,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-26,24,Енергетичний напій 0.5 л,Напої,22,42.16,333,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-27,24,Енергетичний напій 0.5 л,Напої,22,42.58,311,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-28,24,Енергетичний напій 0.5 л,Напої,23,42.5,288,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-12-29,24,Енергетичний напій 0.5 л,Напої,22,42.65,266,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2024-12-30,24,Енергетичний напій 0.5 л,Напої,21,42.16,459,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-12-31,24,Енергетичний напій 0.5 л,Напої,26,42.73,433,0,1,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-01,24,Енергетичний напій 0.5 л,Напої,23,42.83,410,0,1,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-02,24,Енергетичний напій 0.5 л,Напої,22,42.51,388,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-01-03,24,Енергетичний напій 0.5 л,Напої,16,42.51,372,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-01-04,24,Енергетичний напій 0.5 л,Напої,22,42.29,350,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-01-05,24,Енергетичний напій 0.5 л,Напої,22,42.7,328,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-06,24,Енергетичний напій 0.5 л,Напої,17,42.45,480,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-07,24,Енергетичний напій 0.5 л,Напої,21,42.52,459,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-08,24,Енергетичний напій 0.5 л,Напої,22,42.28,437,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-09,24,Енергетичний напій 0.5 л,Напої,23,42.55,414,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-10,24,Енергетичний напій 0.5 л,Напої,19,42.37,395,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-11,24,Енергетичний напій 0.5 л,Напої,22,42.17,373,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-01-12,24,Енергетичний напій 0.5 л,Напої,22,42.42,351,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-13,24,Енергетичний напій 0.5 л,Напої,22,42.43,523,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-14,24,Енергетичний напій 0.5 л,Напої,19,42.49,504,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-15,24,Енергетичний напій 0.5 л,Напої,18,42.77,486,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-01-16,24,Енергетичний напій 0.5 л,Напої,19,42.23,467,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-17,24,Енергетичний напій 0.5 л,Напої,16,42.07,451,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-01-18,24,Енергетичний напій 0.5 л,Напої,24,42.57,427,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-19,24,Енергетичний напій 0.5 л,Напої,25,42.08,402,0,0,2,🥤,22,summer,240,Beverage Group,Одеса
2025-01-20,24,Енергетичний напій 0.5 л,Напої,23,42.32,578,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-21,24,Енергетичний напій 0.5 л,Напої,18,42.07,560,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-22,24,Енергетичний напій 0.5 л,Напої,23,42.51,537,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-23,24,Енергетичний напій 0.5 л,Напої,19,42.71,518,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-01-24,24,Енергетичний напій 0.5 л,Напої,18,42.56,500,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-25,24,Енергетичний напій 0.5 л,Напої,23,42.73,477,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-26,24,Енергетичний напій 0.5 л,Напої,23,42.88,454,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-27,24,Енергетичний напій 0.5 л,Напої,19,42.29,607,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-01-28,24,Енергетичний напій 0.5 л,Напої,20,42.26,587,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-01-29,24,Енергетичний напій 0.5 л,Напої,23,42.73,564,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-01-30,24,Енергетичний напій 0.5 л,Напої,17,42.32,547,0,0,2,🥤,22,summer,240,Beverage Group,Одеса
2025-01-31,24,Енергетичний напій 0.5 л,Напої,20,42.83,527,0,0,2,🥤,22,summer,240,Beverage Group,Одеса
2025-02-01,24,Енергетичний напій 0.5 л,Напої,25,43.16,502,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-02-02,24,Енергетичний напій 0.5 л,Напої,25,43.17,477,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-02-03,24,Енергетичний напій 0.5 л,Напої,19,42.92,667,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-02-04,24,Енергетичний напій 0.5 л,Напої,21,42.88,646,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-02-05,24,Енергетичний напій 0.5 л,Напої,20,42.49,626,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-02-06,24,Енергетичний напій 0.5 л,Напої,23,42.4,603,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-02-07,24,Енергетичний напій 0.5 л,Напої,19,42.73,584,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-02-08,24,Енергетичний напій 0.5 л,Напої,21,42.93,563,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-02-09,24,Енергетичний напій 0.5 л,Напої,18,42.57,545,0,0,2,🥤,22,summer,240,Beverage Group,Одеса
2025-02-10,24,Енергетичний напій 0.5 л,Напої,18,43.15,710,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-02-11,24,Енергетичний напій 0.5 л,Напої,22,43.17,688,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-02-12,24,Енергетичний напій 0.5 л,Напої,16,42.42,672,0,0,2,🥤,22,summer,240,Beverage Group,Одеса
2025-02-13,24,Енергетичний напій 0.5 л,Напої,20,42.85,652,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-02-14,24,Енергетичний напій 0.5 л,Напої,26,38.8,626,1,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-02-15,24,Енергетичний напій 0.5 л,Напої,23,42.67,603,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-02-16,24,Енергетичний напій 0.5 л,Напої,21,42.49,582,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-02-17,24,Енергетичний напій 0.5 л,Напої,19,42.67,736,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-02-18,24,Енергетичний напій 0.5 л,Напої,21,42.69,715,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-02-19,24,Енергетичний напій 0.5 л,Напої,21,42.55,694,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-02-20,24,Енергетичний напій 0.5 л,Напої,17,42.73,677,0,0,2,🥤,22,summer,240,Beverage Group,Одеса
2025-02-21,24,Енергетичний напій 0.5 л,Напої,18,42.43,659,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-02-22,24,Енергетичний напій 0.5 л,Напої,27,42.77,632,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-02-23,24,Енергетичний напій 0.5 л,Напої,24,43.14,608,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-02-24,24,Енергетичний напій 0.5 л,Напої,20,42.85,738,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-02-25,24,Енергетичний напій 0.5 л,Напої,20,42.44,718,0,0,2,🥤,22,summer,240,Beverage Group,Одеса
2025-02-26,24,Енергетичний напій 0.5 л,Напої,20,42.6,698,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-02-27,24,Енергетичний напій 0.5 л,Напої,19,42.63,679,0,0,2,🥤,22,summer,240,Beverage Group,Одеса
2025-02-28,24,Енергетичний напій 0.5 л,Напої,20,43.01,659,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-03-01,24,Енергетичний напій 0.5 л,Напої,25,43.65,634,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-03-02,24,Енергетичний напій 0.5 л,Напої,24,43.59,610,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-03-03,24,Енергетичний напій 0.5 л,Напої,24,40.22,729,1,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-03-04,24,Енергетичний напій 0.5 л,Напої,23,43.59,706,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-03-05,24,Енергетичний напій 0.5 л,Напої,26,38.57,680,1,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-03-06,24,Енергетичний напій 0.5 л,Напої,19,43.46,661,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-03-07,24,Енергетичний напій 0.5 л,Напої,21,43.54,640,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-03-08,24,Енергетичний напій 0.5 л,Напої,32,43.41,608,0,1,0,🥤,22,summer,240,Beverage Group,Одеса
2025-03-09,24,Енергетичний напій 0.5 л,Напої,25,43.59,583,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-03-10,24,Енергетичний напій 0.5 л,Напої,20,43.56,706,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-03-11,24,Енергетичний напій 0.5 л,Напої,20,43.68,686,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-03-12,24,Енергетичний напій 0.5 л,Напої,24,43.08,662,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-03-13,24,Енергетичний напій 0.5 л,Напої,21,43.36,641,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-03-14,24,Енергетичний напій 0.5 л,Напої,24,39.76,617,1,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-03-15,24,Енергетичний напій 0.5 л,Напої,25,43.16,592,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-03-16,24,Енергетичний напій 0.5 л,Напої,25,43.04,567,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-03-17,24,Енергетичний напій 0.5 л,Напої,22,43.48,757,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-03-18,24,Енергетичний напій 0.5 л,Напої,19,43.1,738,0,0,2,🥤,22,summer,240,Beverage Group,Одеса
2025-03-19,24,Енергетичний напій 0.5 л,Напої,23,43.09,715,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-03-20,24,Енергетичний напій 0.5 л,Напої,21,43.67,694,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-03-21,24,Енергетичний напій 0.5 л,Напої,20,43.28,674,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-03-22,24,Енергетичний напій 0.5 л,Напої,21,43.66,653,0,0,2,🥤,22,summer,240,Beverage Group,Одеса
2025-03-23,24,Енергетичний напій 0.5 л,Напої,21,43.31,632,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-03-24,24,Енергетичний напій 0.5 л,Напої,24,43.3,769,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-03-25,24,Енергетичний напій 0.5 л,Напої,19,43.19,750,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-03-26,24,Енергетичний напій 0.5 л,Напої,20,43.44,730,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-03-27,24,Енергетичний напій 0.5 л,Напої,20,43.66,710,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-03-28,24,Енергетичний напій 0.5 л,Напої,26,37.86,684,1,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-03-29,24,Енергетичний напій 0.5 л,Напої,19,43.33,665,0,0,2,🥤,22,summer,240,Beverage Group,Одеса
2025-03-30,24,Енергетичний напій 0.5 л,Напої,23,42.96,642,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-03-31,24,Енергетичний напій 0.5 л,Напої,19,43.33,815,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-04-01,24,Енергетичний напій 0.5 л,Напої,28,39.5,787,1,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-02,24,Енергетичний напій 0.5 л,Напої,21,43.2,766,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-03,24,Енергетичний напій 0.5 л,Напої,20,43.04,746,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-04-04,24,Енергетичний напій 0.5 л,Напої,27,43.34,719,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-05,24,Енергетичний напій 0.5 л,Напої,23,43.29,696,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-06,24,Енергетичний напій 0.5 л,Напої,23,43.48,673,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-04-07,24,Енергетичний напій 0.5 л,Напої,20,43.63,818,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-04-08,24,Енергетичний напій 0.5 л,Напої,24,43.23,794,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-09,24,Енергетичний напій 0.5 л,Напої,21,43.66,773,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-04-10,24,Енергетичний напій 0.5 л,Напої,25,43.62,748,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-11,24,Енергетичний напій 0.5 л,Напої,23,43.2,725,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-04-12,24,Енергетичний напій 0.5 л,Напої,27,43.49,698,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-13,24,Енергетичний напій 0.5 л,Напої,25,43.39,673,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-04-14,24,Енергетичний напій 0.5 л,Напої,22,43.36,815,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-15,24,Енергетичний напій 0.5 л,Напої,16,43.74,799,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-16,24,Енергетичний напій 0.5 л,Напої,25,43.43,774,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-17,24,Енергетичний напій 0.5 л,Напої,22,43.77,752,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-18,24,Енергетичний напій 0.5 л,Напої,29,38.85,723,1,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-19,24,Енергетичний напій 0.5 л,Напої,24,43.49,699,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-20,24,Енергетичний напій 0.5 л,Напої,26,43.31,673,0,1,2,🥤,22,summer,240,Beverage Group,Одеса
2025-04-21,24,Енергетичний напій 0.5 л,Напої,19,43.36,849,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-22,24,Енергетичний напій 0.5 л,Напої,19,43.38,830,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-04-23,24,Енергетичний напій 0.5 л,Напої,18,43.25,812,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-24,24,Енергетичний напій 0.5 л,Напої,20,43.6,792,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-04-25,24,Енергетичний напій 0.5 л,Напої,21,43.44,771,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-26,24,Енергетичний напій 0.5 л,Напої,23,42.99,748,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-27,24,Енергетичний напій 0.5 л,Напої,27,43.32,721,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2025-04-28,24,Енергетичний напій 0.5 л,Напої,22,43.22,855,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-04-29,24,Енергетичний напій 0.5 л,Напої,17,43.79,838,0,0,1,🥤,22,summer,240,Beverage Group,Одеса
2025-04-30,24,Енергетичний напій 0.5 л,Напої,21,43.41,817,0,0,0,🥤,22,summer,240,Beverage Group,Одеса
2024-05-01,25,Лимонад 1 л,Напої,29,36.07,455,0,0,1,🥤,29,summer,180,Beverage Group,Одеса
2024-05-02,25,Лимонад 1 л,Напої,28,36.15,427,0,0,0,🥤,29,summer,180,Beverage Group,Одеса
2024-05-03,25,Лимонад 1 л,Напої,28,36.43,399,0,0,0,🥤,29,summer,180,Beverage Group,Одеса
2024-05-04,25,Лимонад 1 л,Напої,35,32.94,364,1,0,2,🥤,29,summer,180,Beverage Group,Одеса
2024-05-05,25,Лимонад 1 л,Напої,39,31.22,325,1,0,2,🥤,29,summer,180,Beverage Group,Одеса
2024-05-06,25,Лимонад 1 л,Напої,29,35.93,548,0,0,1,🥤,29,summer,180,Beverage Group,Одеса
2024-05-07,25,Лимонад 1 л,Напої,28,36.49,520,0,0,0,🥤,29,summer,180,Beverage Group,Одеса
2024-05-08,25,Лимонад 1 л,Напої,27,36.18,493,0,0,0,🥤,29,summer,180,Beverage Group,Одеса
2024-05-09,25,Лимонад 1 л,Напої,25,36.11,468,0,0,2,🥤,29,summer,180,Beverage Group,Одеса
2024-05-10,25,Лимонад 1 л,Напої,28,36.13,440,0,0,1,🥤,29,summer,180,Beverage Group,Одеса
2024-05-11,25,Лимонад 1 л,Напої,36,36.1,404,0,0,0,🥤,29,summer,180,Beverage Group,Одеса
2024-05-12,25,Лимонад 1 л,Напої,25,36.25,379,0,0,1,🥤,29,summer,180,Beverage Group,Одеса
2024-05-13,25,Лимонад 1 л,Напої,21,36.41,633,0,0,1,🥤,29,summer,180,Beverage Group,Одеса
2024-05-14,25,Лимонад 1 л,Напої,29,36.21,604,0,0,0,🥤,29,summer,180,Beverage Group,Одеса
2024-05-15,25,Лимонад 1 л,Напої,26,36.26,578,0,0,0,🥤,29,summer,180,Beverage Group,Одеса
2024-05-16,25,Лимонад 1 л,Напої,28,36.19,550,0,0,0,🥤,29,summer,180,Beverage Group,Одеса
2024-05-17,25,Лимонад 1 л,Напої,36,31.29,514,1,0,1,🥤,29,summer,180,Beverage Group,Одеса
2024-05-18,25,Лимонад 1 л,Напої,26,36.19,488,0,0,1,🥤,29,summer,180,Beverage Group,Одеса
2024-05-19,25,Лимонад 1 л,Напої,28,36.11,460,0,0,1,🥤,29,summer,180,Beverage Group,Одеса
2024-05-20,25,Лимонад 1 л,Напої,33,35.99,627,0,0,0,🥤,29,summer,180,Beverage Group,Одеса
2024-05-21,25,Лимонад 1 л,Напої,30,36.21,597,0,0,0,🥤,29,summer,180,Beverage Group,Одеса
2024-05-22,25,Лимонад 1 л,Напої,29,35.79,568,0,0,1,🥤,29,summer,180,Beverage Group,Одеса
2024-05-23,25,Лимонад 1 л,Напої,38,31.98,530,1,0,1,🥤,29,summer,180,Beverage Group,Одеса
2024-05-24,25,Лимонад 1 л,Напої,32,36.22,498,0,0,0,🥤,29,summer,180,Beverage Group,Одеса
2024-05-25,25,Лимонад 1 л,Напої,35,36.03,463,0,0,0,🥤,29,summer,180,Beverage Group,Одеса
2024-05-26,25,Лимонад 1 л,Напої,33,35.83,430,0,0,0,🥤,29,summer,180,Beverage Group,Одеса
2024-05-27,25,Лимонад 1 л,Напої,27,36.13,677,0,0,1,🥤,29,summer,180,Beverage Group,Одеса
2024-05-28,25,Лимонад 1 л,Напої,30,36.11,647,0,0,1,🥤,29,summer,180,Beverage Group,Одеса
2024-05-29,25,Лимонад 1 л,Напої,29,36.38,618,0,0,1,🥤,29,summer,180,Beverage Group,Одеса
2024-05-30,25,Лимонад 1 л,Напої,29,36.04,589,0,0,0,🥤,29,summer,180,Beverage Group,Одеса
2024-05-31,25,Лимонад 1 л,Напої,28,36.42,561,0,0,0,🥤,29,summer,180,Beverage Group,Одеса
2024-06-01,25,Лимонад 1 л,Напої,40,36.26,521,0,0,1,🥤,29,summer,180,Beverage Group,Одеса
2024-06-02,25,Лимонад 1 л,Напої,41,36.86,480,0,0,0,🥤,29,summer,180,Beverage Group,Одеса
